id,created_at,favorite_count,retweet_count,text
1353561540256010243,2021-01-25 04:33:13,5,1,"කොළඹ - කටුනායක අධිවේගී මාර්ගයේ දී මෝටර් රථයක් අනතුරක

කොළඹ - කටුනායක අධිවේගී මාර්ගයේ දී අද (25) උදෑසන මෝටර් රථයක් අනතුරට ලක්ව තිබේ.
#adaderanasinhala #lka #slnews #accident

වැඩි විස්තර - https://t.co/W9MwRj4I48 https://t.co/rZnnURcvff"
1353553439389839362,2021-01-25 04:01:02,9,2,"මෙක්සිකානු ජනපතිට කොවිඩ්

මෙක්සිකානු ජනාධිපති ඇන්ඩ්‍රෙස් මනුවෙල් ලොපෙස් ඔබ්‍රඩෝ හට කොවින් නයින්ටීන් වෛරසය ආසාදනය වී ඇති බවට තහවුරු වී තිබේ.
#adaderanasinhala #lka #COVID19 #MexicanPresident

වැඩි විස්තර - https://t.co/ZOyEEcvf9A https://t.co/lc0oSKHYlK"
1353549756979683330,2021-01-25 03:46:24,8,2,"ගුවන් අනතුරකින් පාපන්දු ක්‍රීඩකයින් සිව්දෙනෙක් ජීවිතක්ෂයට

බ්‍රසීලයේ ටොකැන්ටින්ස් ප්‍රාන්තයේ සිදුවු ගුවන් අනතුරකින් පාපන්දු ක්‍රීඩකයින් සිව් දෙනෙකු මියගොස් තිබේ.
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/hbvNbQmrmh https://t.co/A06E9RGByC"
1353527730017431553,2021-01-25 02:18:52,5,1,"නුවර මන්ත්‍රී කෙනෙකුටත් කොවිඩ්

#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/LYI2lIrFtt https://t.co/XjDhXOMERe"
1353524358585737217,2021-01-25 02:05:29,3,1,"හුදකලා තත්ත්වය පිළිබඳ නවතම නිවේදනය

අද (25) උදෑසන සිට හුදකලා තත්ත්වයන් ඉවත්කිරීම සහ අලුතින් පැනවීම සිදුකරනු ලබන බව යුද හමුදාපති ජෙනරාල් ශවේන්ද්‍ර සිල්වා මහතා පවසයි.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/aOozb7kxoI https://t.co/wRTE4adgaW"
1353521175658377216,2021-01-25 01:52:50,4,1,"නැගෙනහිර පර්යන්තය පිළිබඳ කමිටුව අදත් රැස්වේ

කොළඹ වරායේ නැගෙනහිර ජැටිය සම්බන්ධයෙන් අධ්‍යයනය කිරීම සඳහා පත්කළ කමිටුව අද (25) පස්වන වරටත් රැස්වීමට නියමිතව තිබේ.
#adaderanasinhala #lka #slnews

වැඩි විස්තර - https://t.co/JrtaHDMWMe https://t.co/aZJkpM1wvr"
1353515935739613185,2021-01-25 01:32:00,10,2,"බස්නාහිර අදින් ඇරඹෙන පාසල්

මෙවර අපොස සාමාන්‍ය පෙළ විභාගය සඳහා පෙනී සිටින සිසුන් වෙනුවෙන් බස්නාහිර පළාතේ පාසල් අධ්‍යයන කටයුතු අද (25) සිට ආරම්භ වේ.

#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/29pNjhf1fN https://t.co/ddr48TD0GV"
1353507666421805058,2021-01-25 00:59:09,16,3,"උණුසුම් පුවත් දැනගන්න

#adaderanasinhala #lka #slnews
පිවිසෙන්න - https://t.co/OTH1cvJv0h https://t.co/u5KhsagR29"
1353505874493505536,2021-01-25 00:52:02,10,1,"අද කාලගුණය

සබරගමුව පළාතෙත් ගාල්ල සහ මාතර දිස්ත්‍රික්කවලත් ප.ව 2න් පසුව ස්ථාන ස්වල්පයක වැසි හෝ ගිගුරුම් සහිත වැසි ඇති විය හැකි බව කාලගුණ විද්‍යා දෙපාර්තමේන්තුව පවසයි.
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/xqAOpk4XYU https://t.co/TIbQ4yyrks"
1353388394819235840,2021-01-24 17:05:12,5,2,"මරණ 3ක්

අද (24) තවත් කොවිඩ් මරණ තුනක් වාර්තා වී ඇති බව සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල් වෛද්‍ය අසේල ගුණවර්ධන මහතා පවසයි.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/vOeQtXccZH https://t.co/LTFTViWMC0"
1353385891176312832,2021-01-24 16:55:15,28,2,"සිසුවියගේ ඉල්ලීමට පැය 24ක් ගතවීමටත් පෙර ප්‍රතිචාර

ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතාට ඊයේ (23) කළුතර වලල්ලාවිට පැවති ""ගම සමග පිළිසඳර"" වැඩසටහන අතරතුර යට්ටපාත කණිෂ්ඨ විද්‍යාලයේ සිසුවියක් ඉල්ලීම්...
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/bLXg5omPA5 https://t.co/uE6zzHnug9"
1353385279869083649,2021-01-24 16:52:50,8,2,"ගුණසිංහපුර බස් නැවතුම්පොළ තුළ සිදුකෙරෙන අල්ලස් ලබාගැනීමක්

කොළඹ ගුණසිංහපුර ප්‍රධාන බස් නැවතුම්පොළ තුළ වසර ගණනාවක සිට සිදුකරන අල්ලස් ලබාගැනීමක් සම්බන්ධයෙන් අද දෙරණ' උකුස්සාට තොරතුරු අනාවරණය විය.
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/0zVnh782Dt https://t.co/EKZVLeFryV"
1353377227363254272,2021-01-24 16:20:50,26,7,"කාති උසාවි ගැන මුස්ලිම් දික්කසාද පිළිබඳ වියත් හමුවේ ඉල්ලීම

කාති උසාවි අවලංගුකර එක් අධිකරණ ක්‍රමයක් මුළු රටටම ක්‍රියාත්මක කරන ලෙස ""මුස්ලිම් දික්කසාද පිළිබඳ වියත්...
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/K7NUUyu06y https://t.co/6PNUcEqPrz"
1353375918367109120,2021-01-24 16:15:38,7,2,"අනතුරටපත් නැවේ සේවකයින් සුරක්ෂිතයි - නාවික හමුදාව

ශ්‍රී ලංකාවට ගිනිකොණ දෙසින් නාවික සැතපුම් 5.5ක් පමණ (කිලෝමීටර 10ක්) දුරින් අනතුරට ලක් වූ නෞකාවට...
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/2yvTly7W43 https://t.co/tYj3pfGlAS"
1353370881775579137,2021-01-24 15:55:37,6,1,"කොවිඩ් නිසා බැටකන කෑගල්ල මහ රෝහල

කෑගල්ල මහ රෝහලේ කාර්ය මණ්ඩල සාමාජිකාවන් 12 දෙනෙකු, පවිත්‍රතා අංශයේ සේවිකාවන් 6 දෙනෙකු සහ ආරක්ෂක නිලධාරියෙකුට කොවිඩ් වෛරසය ආසාදනය වී තිබේ.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/i1axTp3II9 https://t.co/9BqgUcmNtZ"
1353370084077694976,2021-01-24 15:52:27,5,1,"කන්දකාදුවට මත්ද්‍රව්‍ය පිරවූ ටෙනිස් බෝල එවයි

කන්දකාඩු කොවිඩ් ප්‍රතිකාර මධ්‍යස්ථානය තුළට මත්ද්‍රව්‍ය පිරවූ ටෙනිස් බෝල 02ක් විසිකිරීමේ සිද්ධිය සම්බන්ධව...
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/gPrYIFThHy https://t.co/EAHcU7czev"
1353366831189340160,2021-01-24 15:39:31,7,1,"මෙරටින් හමුවූ කොවිඩ් ආසාදිතයින් ගණන 58,000 ඉක්මවයි

කොවිඩ් -19 වෛරසය ආසාදනය වූ තවත් රෝගීන් 492 දෙනෙකු අද (24) දිනයේ හඳුනාගෙන ඇති බව යුද හමුදාපති ජෙනරාල් ශවේන්ද්‍ර සිල්වා මහතා පවසයි.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/nk4jl0KAwZ https://t.co/Iqwit43ppy"
1353363052259905536,2021-01-24 15:24:30,6,3,"කෑමවල පණුවන් - කොවිඩ් ආසාදිතයින් පිරිසක් කෑම වර්ජනය කරයි

බගවන්තලාව මෝරා තේ වතුයායේ පිහිටි ජාතික වැවිලි කළමනාකරණ ආයතනයේ පවත්වාගෙන යන...
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/y35fKs0wEK https://t.co/wtxEYO3Zws"
1353336864783085568,2021-01-24 13:40:27,18,3,"ප්‍රදේශ 2ක් හුදකලා කෙරේ - තවත් ප්‍රදේශ කිහිපයක හුදකලා බව ඉවත් කෙරේ

ප්‍රදේශ කිහිපයක අද (24) පස්වරු 6.00 සිට හුදකලා බව ඉවත් කිරීමට සහ අලුතින් පැනවීම සිදුකරනු ලබන බව කොවිඩ් - 19 ...
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/5IOPUQfbOk https://t.co/FWWJb4A3Mg"
1353335939221880832,2021-01-24 13:36:46,11,1,"බස්නාහිර පාසල් රැසක් පෙබරවාරි 15ට පෙර ආරම්භ කිරීමට සූදානම්

බස්නාහිර පළාතේ අවදානමක් නොමැති ප්‍රදේශවල පිහිටි පාසල් පෙබරවාරි මස 15 වනදාට ප්‍රථම ආරම්භ කිරීමට හැකිවනු...
#adaderanasinhala #lka #slnews

වැඩි විස්තර -https://t.co/shuFgNFZOh https://t.co/XjpAF5PFlb"
1353329310296371200,2021-01-24 13:10:25,23,4,"ලසිත් ඇඹුල්දෙණියගෙන් විශිෂ්ට පන්දුයැවීමක්

ශ්‍රී ලංකා කණ්ඩායමේ ලසිත් ඇඹුල්දෙණිය අද (24) සිය ටෙස්ට් ක්‍රිකට් දිවියේ හොඳම පන්දුයැවීම වාර්තා කිරීමට සමත්විය.
#adaderanasinhala #lka #slnews

වැඩි විස්තර -https://t.co/Gt781yq9gD https://t.co/bkOoR80Vqt"
1353322288029032448,2021-01-24 12:42:31,8,1,"423කට සුවයි

කොවිඩ් -19 වෛරසය ආසාදනය වී රෝහල්ගතව ප්‍රතිකාරගෙන පූර්ණ සුවය ලැබූ තවත් 423 දෙනෙකු අද (24) දිනයේ රෝහල්වලින් පිටව ගිය බව සෞඛ්‍ය අමාත්‍යාංශ්‍ය පවසයි.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/mfcc1duXcX https://t.co/gkIWRSNxWV"
1353317607491960832,2021-01-24 12:23:55,10,1,"ආසාදිතයින් 349ක්

කොවිඩ් -19 වෛරසය ආසාදනය වූ තවත් රෝගීන් 349 දෙනෙකු අද (24) දිනයේ හඳුනාගෙන ඇති බව යුද හමුදාපති ජෙනරාල් ශවේන්ද්‍ර සිල්වා මහතා පවසයි.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/EpslEGHLVN https://t.co/UQ3aljgbCk"
1353313710153076736,2021-01-24 12:08:26,8,1,"රට පුරා පැය 3ක පොලිස් මෙහෙයුමකින් 3520ක් අත්අඩංගුවට

මුළු දිවයිනම ආවරණය වන පරිදි සිදුකළ විශේෂ පොලිස් මෙහෙයුමකින් විවිධ වැරදි සම්බන්ධයෙන් පුද්ගලයින් 3000කට අධික පිරිසක් අත්අඩංගුවට ගෙන ඇත.
#adaderanasinhala #lka #slnews

වැඩි විස්තර - https://t.co/FcyjVMzW4T https://t.co/mOhT3Uj86f"
1353297329185546240,2021-01-24 11:03:20,6,2,"නැගෙනහිර ජැටියේ ප්‍රශ්නය විකිණීම ගැන නෙමෙයි - අමාත්‍ය සරත් වීරසේකර

වත්මන් රජය බලයට පැණියේ කිසිඳු සම්පතක් විකුණන්නේ නැති බවට පවසමින් සහ විකුණූ සම්පත් ගැන... 
#adaderanasinhala #lka #slnews

වැඩි විස්තර - https://t.co/rHvtfyqKhz https://t.co/onrlZnkyXa"
1353292851795341312,2021-01-24 10:45:33,10,3,"මනාල යුවල දෙකකට කොවිඩ් - එක යුවලක් නුවරඑළියේත් ගිහින්

හෝමාගම සෞඛ්‍ය වෛද්‍ය නිලධාරී කාර්යාල බලප්‍රදේශයේ පවත්වන ලද විවාහ උත්සව දෙකක මනාල යුවල...
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/Y10CY18hTY https://t.co/d4iE61Rwpx"
1353291463430430723,2021-01-24 10:40:02,11,1,"සති දෙකක් පතලක සිරවී සිටි පිරිස බේරාගනී

චීනයේ රන් පතලක සති දෙකක පමණ කාලයක් සිර වී සිටි පතල්කරුවන් 11 දෙනෙකු මුදවාගෙන..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/3A1Xic6E9P https://t.co/h6MQTRh7GC"
1353273006060163072,2021-01-24 09:26:41,7,2,"සෞඛ්‍ය වෛද්‍ය නිලධාරී කොට්ඨාස 3ක ආසාදිතයින් වැඩිවේ

මහනුවර, හාරිස්පත්තුව සහ අලව්ව යන සෞඛ්‍ය වෛද්‍ය නිලධාරී කොට්ඨාසවලින් ආසාදිතයින් 30 ඉක්මවූ සංඛ්‍යාව බැගින් ඊයේ (24) දිනයේ වාර්තා වී තිබේ. 
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/izl0Y8hubD https://t.co/ht4OpCLgwf"
1353264338304458752,2021-01-24 08:52:15,7,1,"සමගි ජනබලවේගයේ බුද්ධි මණ්ඩපය එළිදක්වයි

සමගි ජනබලවේගයේ වෘත්තීයවේදීන්ගෙන් සහ විද්වතුන්ගෙන් සමන්විත බුද්ධි මණ්ඩපය පක්ෂ නායක සජිත් ප්‍රේමදාස මහතාගේ ප්‍රධානත්වයෙන් අද (23) පිහිටුවනු ලැබීය. 
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/H2IMQbHVzX https://t.co/KI7TeKGCFW"
1353263237006036992,2021-01-24 08:47:52,9,2,"ඇමති වාසු ට සුවයි

කොවිඩ් -19 වෛරසය ආසාදනය වූ අමාත්‍ය වාසුදේව නානායක්කාර මහතා සුවය ලබා කොවිඩ් ප්‍රතිකාර මධ්‍යස්ථානයෙන් පිටවගොස් ඇති බව අමාත්‍යවරයාගේ මාධ්‍ය අංශය පවසයි.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/Ey25tFndFq https://t.co/aPlEIvQSn2"
1353250235481522185,2021-01-24 07:56:12,11,4,"ලොතරැයි වෙළෙන්ඳෙකුට කොවිඩ්

ඒ අනුව ඔහුගෙන් ඉකුත් 18 වැනිදායින් පසු ලොතරැයි මීලදී ගත් පුද්ගලයින්..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/GifdfoZ5XV https://t.co/FXfJi1QDrx"
1353246092830396417,2021-01-24 07:39:45,7,2,"අගමැති සහ කථානායක අතර හමුවක්

කථානායක මහින්ද යාපා අබේවර්ධන මහතා අද (24) උදෑසන  විජේරාම පිහිටි නිවසේදී අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ මහතා හමුවී..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/mgBzIAcCZ6 https://t.co/lILWBzC3O7"
1353227382346420224,2021-01-24 06:25:24,7,3,"නිවසකින් ලක්ෂ 22ක මුදල් සහ රන් භාණ්ඩ කොල්ලකයි

ගිනි අවි සහිතව ඊයේ (23) රාත්‍රීයේ අදාළ නිවසට පැමිණ ඇති කොල්ලකල්ලිය..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/tJILf3vukG https://t.co/SuUPOTEixb"
1353222249751449605,2021-01-24 06:05:00,10,2,"සෑම දිස්ත්‍රික්කයකින්ම කොවිඩ් රෝගීන් හමුවෙයි

එම ආසාදිතයින් අතරින් වැඩිම පිරිසක් කොළඹ දිස්ත්‍රික්කයෙන් වාර්තා වී ඇති අතර එම සංඛ්‍යාව 197..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/9hIjAfebL7 https://t.co/wwGNDNy9ZP"
1353218371676987395,2021-01-24 05:49:36,10,2,"අනතුරට පත් නෞකාවේ බඳ කොටසට හානි

කුඩා රාවණාකොටුව ආසන්නයේ දී අනතුරට ලක් වූ සිමෙන්ති ප්‍රවාහන නෞකාවේ වත්මන් තත්ත්වය..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/4YCXjkbjmV https://t.co/Xrw6DHIajm"
1353202107395035137,2021-01-24 04:44:58,12,2,"පාසල් ප්‍රවාහන රථවල රියදුරන් සහ සහායකයින්ටත් අහඹු ඇන්ටිජන් පරීක්ෂණ

පාසල් විවෘතවීමෙන් පසුව ළමුන් ප්‍රවාහනයේදී සෞඛ්‍ය ක්‍රියාමාර්ග අනුව කටයුතු කරන්නේදැයි රථවාහන පොලිස් නිලධාරීන්..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/xCnMvjLKCc https://t.co/wrHjVIlc7J"
1353197021201641473,2021-01-24 04:24:45,7,1,"කොවිඩ් ප්‍රතිකාර සඳහා යොදා ගතහැකි දේශීය ඖෂධවල පරීක්ෂණ ගැන ඇමතිගෙන් ප්‍රකාශයක්

කොවිඩ් -19 වෛරසයට එරෙහිව දේශීයව නිෂ්පාදනය කරඇති බව කියන..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/gj5zk1xr7a https://t.co/vovqwaLzu0"
1353172184659857408,2021-01-24 02:46:04,8,1,"රුසියාවේ විරෝධතා රැල්ලක්

රුසියාවේ විරෝධතාවල නිරත වන පුද්ගලයන් 3000කට වැඩි පිරිසක් එරට පොලීසිය විසින් අත්අඩංගුවට...
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/e1cQ4MI0Ov https://t.co/nsAop8YRlQ"
1353167848496099328,2021-01-24 02:28:50,36,5,"මෙරට එන්නත්කරණ වැඩපිළිවෙල බ්‍රහස්පතින්දා සිටම

එන්නත් ලබාදීමේ කටයුතු සිදුකෙරෙන ප්‍රමුණතා අනුපිළිවෙල සම්බන්ධයෙන්..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/mT1pvK9wrf https://t.co/37VbxdluZc"
1353163596990132226,2021-01-24 02:11:56,23,5,"බස්නාහිර පළාතේ හෙට සිට විවෘත වන පාසල්

සාමාන්‍ය පෙළ විභාගයට මුහුණ දෙන සිසුන් වෙනුවෙන් බස්නාහිර පළාතේ පාසල් 907ක් හෙට සිට..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/F720jTZyKl https://t.co/Z90VV00cDG"
1353144865358569474,2021-01-24 00:57:30,6,1,"අද කාලගුණය

දිවයිනේ සෙසු ප්‍රදේශවල ප්‍රධාන වශයෙන් වැසි රහිත කාලගුණ තත්ත්වයක්..
#adaderanasinhala #lka #slnews
වැඩි විස්තර - https://t.co/1VWkL8OOXH https://t.co/mfLpTTU1oe"
1353043035140083713,2021-01-23 18:12:52,28,6,"වන වගාවට බදියුදීන් ගෙවිය යුතු මුදල රුපියල් බිලියනකට අධික බවට නිර්දේශයක්

විල්පත්තු පාරිවාර රක්ෂිතයේ සිදුකළ වන විනාශය හේතුවෙන් නැවත වන වගාවක් සඳහා හිටපු අමාත්‍ය රිෂාඩ් බදියුදීන් මහතා විසින් රුපියල්...
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/fSAva6TyyJ https://t.co/8AM9UV6ydj"
1353043002378383360,2021-01-23 18:12:44,9,1,"කුඩා රාවණා පරයේ සිරවුණු නෞකාව ගැන නාවික හමුදාවෙන් නිවේදනයක්

එක්සත් අරාබි එමීර් රාජ්‍යයේ සිට ශ්‍රී ලංකාව වෙත ක්ලින්කර් (Clinker) ප්‍රවාහනය කරමින් තිබූ...
#adaderanasinhala #lka #slnews

වැඩි විස්තර - https://t.co/s8Yl9zTtkm https://t.co/Y3Bq626BIy"
1353042230706114560,2021-01-23 18:09:40,8,1,"කොවිඩ් මරණ 280 දක්වා ඉහළට

අද (23) තවත් කොවිඩ් මරණ දෙකක් වාර්තා වී ඇති බව සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල් වෛද්‍ය අසේල ගුණවර්ධන මහතා තහවුරු කර තිබේ.
#adaderanasinhala #lka #slnews

වැඩි විස්තර - https://t.co/V1VgLxv1L7 https://t.co/Xdc1ulrXym"
1353022098474676226,2021-01-23 16:49:40,6,3,"රෝග ලක්ෂණ නොපෙන්වන කොවිඩ් ආසාදිතයින්ට කළ යුතු දේ !

#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/cr9HCzNJCS! https://t.co/AK3YEg5ekG"
1353021559817072641,2021-01-23 16:47:32,7,1,"පාර්ලිමේන්තු පරිශ්‍රයේදී කිසිදු මන්ත්‍රිවරයෙකුට කොවිඩ් වෛරසය ආසාදනය වී නැහැ - කථානායක

පාර්ලිමේන්තු පරිශ්‍රයේදී කිසිදු මන්ත්‍රිවරයෙකුට කොවිඩ් වෛරසය ආසාදනය වී නොමැති බව කථානායක මහින්ද යාපා අබේවර්ධන මහතා පවසයි.
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/HFYGj4EJax https://t.co/quJjMKs6Ef"
1353015311423959043,2021-01-23 16:22:42,13,2,"කරවනැල්ල රෝහලේ වෛද්‍යවරු 5කට කොවිඩ්

කෑගල්ල, කරවනැල්ල මූලික රෝහලේ කොවිඩ් ආසාදිත වෛද්‍යවරුන් ගණන 5ක් දක්වා ඉහළ ගොස් තිබේ.
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/w83rdHVSoV https://t.co/6LgLVEdgJ9"
1353010608111824897,2021-01-23 16:04:01,8,2,"ජාතික රෝහල් පරිශ්‍රයේ සිට ක්‍රියාත්මක වූ ගිනි පොළීකාරයෝ

කොළඹ ජාතික රෝහල් පරිශ්‍රය තුළදීම එහි සුළු සේවකයින්ගෙන් අයථා ලෙස මුදල් ලබා ගන්නා යුවළ ක් පිළිබඳ ව අද දෙරණ උකුස්සාට තොරතුරු වාර්තා විය.
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/kn9ClXusVd https://t.co/yYTaacQaX9"
1352995586925015042,2021-01-23 15:04:20,8,2,"කොවිඩ් ආසාදිතයින් 371ක්

අද (23) දිනයේදී තවත් කොවිඩ් ආසාදිතයින් 371ක් හඳුනාගත් බව යුද හමුදාපති ජෙනරාල් ශවේන්ද්‍ර සිල්වා මහතා පවසයි.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/bp13Yi47H6 https://t.co/Fo0nOBL2jj"
1352985606633172994,2021-01-23 14:24:40,9,3,"රේගුව ගැන ජනපතිගෙන් සැර කතාවක්

ජනාධිපතිවරයා අද (23)  කළුතර දිස්ත්‍රික්කයේ වලල්ලාවිට ප්‍රාදේශිය ලේකම් කොට්ඨාසය කේන්ද්‍ර කරගනිමින් පැවැති ""ගම සමග පිළිසඳර"" වැඩසටහනට එක්විය.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/ohasLkY2kT https://t.co/JPaNGEziMA"
1352977748495634436,2021-01-23 13:53:27,19,5,"ජීවිත ගමන නිම කළ ලැරී කිං

CNN වැඩසටහන් ඉදිරිපත් කරන්නෙකු ලෙස ප්‍රකටව සිටි ලැරී කිං කොවිඩ් හේතුවෙන් අමෙරිකාවේ ලොස් ඇන්ජලිස් රෝහලකදී මිය ගොස් තිබේ.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/yOXgioVYUo https://t.co/UnV27Ri7wj"
1352968015772528640,2021-01-23 13:14:46,7,1,"කොවිඩ් ආසාදිත 353ක්

අද (23) දිනයේදී තවත් කොවිඩ් ආසාදිතයින් 353ක් හඳුනාගත් බව යුද හමුදාපති ජෙනරාල් ශවේන්ද්‍ර සිල්වා මහතා පවසයි.

#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/P2CEbFWxgQ https://t.co/MLeh3y2RJm"
1352961439317823488,2021-01-23 12:48:38,12,4,"අධ්‍යාපන ඇමතිගේ PCR ප්‍රතිඵලය

අධ්‍යාපන අමාත්‍ය මහාචාර්ය ජී. එල් පීරිස් මහතා සිදුකර තිබූ PCR පරීක්ෂණ වාර්තාව මගින් ඔහු..
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/0GPXvQJ9jf https://t.co/pDbCe3JBn2"
1352959924440064000,2021-01-23 12:42:37,8,1,"එඩ්වින් ආරියදාසගේ අවසන් කටයුතු රාජ්‍ය අනුග්‍රහයෙන්

අභවප්‍රාප්ත කලාකිර්තී අචාර්ය එඩ්වින් ආරියදාස මහතාගේ දේහය පිළිබඳ අවසන් කටයුතු රාජ්‍ය අනුග්‍රහය යටතේ සිදුකිරීමට තීරණය කර තිබේ.
#adaderanasinhala #lka #slnews

වැඩි විස්තර - https://t.co/vO5rEETJGM https://t.co/mgGRWBTSCF"
1352955546840801281,2021-01-23 12:25:13,10,1,"සෞඛ්‍ය ඇමතිනිය ප්‍රතිකාර මධ්‍යස්ථානයකට

කොවිඩ් ආසාදිත බවට හඳුනාගැණුනු සෞඛ්‍ය ඇමතිනී පවිත්‍රා වන්නිආරච්චි මහත්මිය හික්කඩුව ප්‍රදේශයේ පිහිටි කොවිඩ් -19 අතරමැදි ප්‍රතිකාර මධ්‍යස්ථානයක් වෙත යොමු කර තිබේ.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/T4nvQIKvYt https://t.co/1VegFHM1jI"
1352950319903371264,2021-01-23 12:04:27,7,1,"අත්‍යවශ්‍ය නොවන වියදම් නොකරන්නැයි බලපත්‍රලාභී බැංකු වෙත මහ බැංකුවෙන් දන්වයි

2021 ජුනි 30 දින දක්වා කාලය තුළ බලපත්‍රලාභී බැංකු විසින් සිය කොටස් ආපසු මිලදී ගැනීම් සහ අත්‍යාවශ්‍ය නොවන වියදම්...
#adaderanasinhala #lka #slnews #COVID19
වැඩි විස්තර - https://t.co/1vaQbQRZ5j https://t.co/wusQc2H0Az"
1352950171043323906,2021-01-23 12:03:52,6,1,"විදෙස්ගතව සිටි පිරිසක් පැමිණෙයි

රටවල් කිහිපයකින් පුද්ගලයින් 486 දෙනෙකු ඊයේ (22) උදෑසන 8.30 සිට අද (23) උදෑසන 9 දක්වා වූ කාලය තුළ කටුනායක ගුවන්තොටුපොළින් මෙරටට පැමිණ තිබුණි.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/iK1rwlZ0aw https://t.co/FTQaEunmsr"
1352948868934201346,2021-01-23 11:58:41,6,1,"644කට සුවයි

කොවිඩ් -19 වෛරසය ආසාදිතව රෝහල්ගතව ප්‍රතිකාර ලැබු තවත් පුද්ගලයින් 644ක් අද (23) පුර්ණ සුවය ලබා රෝහල්වලින් පිටව ගොස් ඇති බව සෞඛ්‍ය අංශ පවසති.
#adaderanasinhala #lka #slnews #COVID19

වැඩි විස්තර - https://t.co/wsqLo2b9iz https://t.co/qM7t6OJ2qh"
1352937734307016704,2021-01-23 11:14:26,14,3,"ත්‍රිකුණාමලයට ආසන්න මුහුදේදී නැවක් අනතුරකට පත්වෙයි

සිමෙන්ති ප්‍රවාහන නෞකාවක් කුඩා රාවණා කොටුව ආසන්න මෙරට ගිණිකොණ දිග මුහුදි ප්‍රදේශයේදී අනතුරකට ලක්වී තිබේ.
#adaderanasinhala #lka #slnews 

වැඩි විස්තර - https://t.co/jiiu38he3R https://t.co/jX8v6ALZM7"
